A00009-SII  |ARMANANTA EKA PUTRA, PT                                     ||2009.00119            |2020-09-30|LE MINERALE                   |TIRTA FRESHINDO JAYA, PT                                    |1350002
W00002-SII  |WIRA PAMUNGKAS PARIWARA, (ULI)                              ||2101.00240            |2021-01-31|PONDS WHT BEAUT LIGHT DAY FM  |UNILEVER INDONESIA, PT                                      |113655300
W00002-SII  |WIRA PAMUNGKAS PARIWARA, (ULI)                              ||2101.00242            |2021-01-31|SUNSILK SHAMPOO BLACK SHINE   |UNILEVER INDONESIA, PT                                      |121532400
W00002-SII  |WIRA PAMUNGKAS PARIWARA, (ULI)                              ||2101.00243            |2021-01-31|AXE BODY SPRAY                |UNILEVER INDONESIA, PT                                      |123783000
W00002-SII  |WIRA PAMUNGKAS PARIWARA, (ULI)                              ||2101.00244            |2021-01-31|PONDS MEN FACIAL WASH FOAM    |UNILEVER INDONESIA, PT                                      |157542000
W00002-SII  |WIRA PAMUNGKAS PARIWARA, (ULI)                              ||2101.00245            |2021-01-31|CLOSE UP                      |UNILEVER INDONESIA, PT                                      |167669700
W00002-SII  |WIRA PAMUNGKAS PARIWARA, (ULI)                              ||2101.00246            |2021-01-31|CLEAR MAN SHP ICE COOL MENTHOL|UNILEVER INDONESIA, PT                                      |169920300
W00002-SII  |WIRA PAMUNGKAS PARIWARA, (ULI)                              ||2101.00247            |2021-01-31|DOVE SHAMPOO ANTI HAIRFALL    |UNILEVER INDONESIA, PT                                      |184549200
W00002-SII  |WIRA PAMUNGKAS PARIWARA, (ULI)                              ||2101.00248            |2021-01-31|MAGNUM IMPULSE REGULAR CORE   |UNILEVER INDONESIA, PT                                      |220558800
W00002-SII  |WIRA PAMUNGKAS PARIWARA, (ULI)                              ||2101.00249            |2021-01-31|CLEAR SHAMPOO ICE COOL MENTHOL|UNILEVER INDONESIA, PT                                      |924621500
W00002-SII  |WIRA PAMUNGKAS PARIWARA, (ULI)                              ||2101.00250            |2021-01-31|REXONA MALE DEO RO AP INV DRY |UNILEVER INDONESIA, PT                                      |180048000
W00002-SII  |WIRA PAMUNGKAS PARIWARA, (ULI)                              ||2102.00197            |2021-02-28|PEPSODENT WHITE               |UNILEVER INDONESIA, PT                                      |56265000
W00002-SII  |WIRA PAMUNGKAS PARIWARA, (ULI)                              ||2102.00198            |2021-02-28|CLOSE UP                      |UNILEVER INDONESIA, PT                                      |86648100
W00002-SII  |WIRA PAMUNGKAS PARIWARA, (ULI)                              ||2102.00199            |2021-02-28|SAHAJA (LAUNDRY)              |UNILEVER INDONESIA, PT                                      |26257000
W00002-SII  |WIRA PAMUNGKAS PARIWARA, (ULI)                              ||2102.00200            |2021-02-28|SAHAJA (LAUNDRY)              |UNILEVER INDONESIA, PT                                      |29257800
W00002-SII  |WIRA PAMUNGKAS PARIWARA, (ULI)                              ||2102.00201            |2021-02-28|LIFEBUOY TS                   |UNILEVER INDONESIA, PT                                      |57390300
W00002-SII  |WIRA PAMUNGKAS PARIWARA, (ULI)                              ||2102.00202            |2021-02-28|SAHAJA [HAND HYGIENE]         |UNILEVER INDONESIA, PT                                      |25881900
W00002-SII  |WIRA PAMUNGKAS PARIWARA, (ULI)                              ||2102.00203            |2021-02-28|PEPSODENT TOOTHBRUSH          |UNILEVER INDONESIA, PT                                      |20255400
W00002-SII  |WIRA PAMUNGKAS PARIWARA, (ULI)                              ||2102.00204            |2021-02-28|BANGO KECAP MANIS             |UNILEVER INDONESIA, PT                                      |29257800
W00002-SII  |WIRA PAMUNGKAS PARIWARA, (ULI)                              ||2102.00205            |2021-02-28|LIFEBUOY BODY WASH            |UNILEVER INDONESIA, PT                                      |41636100
W00002-SII  |WIRA PAMUNGKAS PARIWARA, (ULI)                              ||2102.00206            |2021-02-28|CLOSE UP                      |UNILEVER INDONESIA, PT                                      |71269000
W00002-SII  |WIRA PAMUNGKAS PARIWARA, (ULI)                              ||2102.00207            |2021-02-28|MOLTO PEWANGI                 |UNILEVER INDONESIA, PT                                      |40510800
W00002-SII  |WIRA PAMUNGKAS PARIWARA, (ULI)                              ||2102.00208            |2021-02-28|SARIWANGI TEA BAG             |UNILEVER INDONESIA, PT                                      |43886700
W00002-SII  |WIRA PAMUNGKAS PARIWARA, (ULI)                              ||2102.00209            |2021-02-28|WALLS TUB SMALL PACK          |UNILEVER INDONESIA, PT                                      |46137300
W00002-SII  |WIRA PAMUNGKAS PARIWARA, (ULI)                              ||2102.00210            |2021-02-28|JAWARA EXTRA HOT              |UNILEVER INDONESIA, PT                                      |29257800
W00002-SII  |WIRA PAMUNGKAS PARIWARA, (ULI)                              ||2102.00211            |2021-02-28|BANGO KECAP MANIS             |UNILEVER INDONESIA, PT                                      |29257800
W00002-SII  |WIRA PAMUNGKAS PARIWARA, (ULI)                              ||2102.00212            |2021-02-28|PEPSODENT NATURE ESSENTIALS   |UNILEVER INDONESIA, PT                                      |33759000
W00002-SII  |WIRA PAMUNGKAS PARIWARA, (ULI)                              ||2102.00213            |2021-02-28|SAHAJA (SUNLIGHT)             |UNILEVER INDONESIA, PT                                      |34884300
W00002-SII  |WIRA PAMUNGKAS PARIWARA, (ULI)                              ||2102.00214            |2021-02-28|BUAVITA GUAVA                 |UNILEVER INDONESIA, PT                                      |39385500
W00002-SII  |WIRA PAMUNGKAS PARIWARA, (ULI)                              ||2102.00215            |2021-02-28|PADDLE POP 2D OOH             |UNILEVER INDONESIA, PT                                      |46137300
W00002-SII  |WIRA PAMUNGKAS PARIWARA, (ULI)                              ||2102.00216            |2021-02-28|ROYCO FDS POWDER              |UNILEVER INDONESIA, PT                                      |52889100
W00002-SII  |WIRA PAMUNGKAS PARIWARA, (ULI)                              ||2102.00217            |2021-02-28|BANGO KECAP MANIS             |UNILEVER INDONESIA, PT                                      |52889100
W00002-SII  |WIRA PAMUNGKAS PARIWARA, (ULI)                              ||2102.00218            |2021-02-28|VIXAL PORCELAIN CLEANER       |UNILEVER INDONESIA, PT                                      |34884300
W00002-SII  |WIRA PAMUNGKAS PARIWARA, (ULI)                              ||2102.00219            |2021-02-28|SUPER PELL                    |UNILEVER INDONESIA, PT                                      |32633700
W00002-SII  |WIRA PAMUNGKAS PARIWARA, (ULI)                              ||2102.00220            |2021-02-28|PONDS CREAM AA AGE MIR DAY    |UNILEVER INDONESIA, PT                                      |56265000
W00002-SII  |WIRA PAMUNGKAS PARIWARA, (ULI)                              ||2102.00221            |2021-02-28|DOVE SHOWER CREAM             |UNILEVER INDONESIA, PT                                      |57390300
W00002-SII  |WIRA PAMUNGKAS PARIWARA, (ULI)                              ||2102.00222            |2021-02-28|WIPOL                         |UNILEVER INDONESIA, PT                                      |34884300
W00002-SII  |WIRA PAMUNGKAS PARIWARA, (ULI)                              ||2102.00223            |2021-02-28|RINSO MOLTO ULTRA             |UNILEVER INDONESIA, PT                                      |37134900
W00002-SII  |WIRA PAMUNGKAS PARIWARA, (ULI)                              ||2102.00224            |2021-02-28|LIFEBUOY BODY WASH            |UNILEVER INDONESIA, PT                                      |36009600
W00002-SII  |WIRA PAMUNGKAS PARIWARA, (ULI)                              ||2102.00225            |2021-02-28|LIFEBUOY TS                   |UNILEVER INDONESIA, PT                                      |57390300
W00002-SII  |WIRA PAMUNGKAS PARIWARA, (ULI)                              ||2102.00226            |2021-02-28|PEPSODENT TOOTHPST ADV ACT123 |UNILEVER INDONESIA, PT                                      |45012000
W00002-SII  |WIRA PAMUNGKAS PARIWARA, (ULI)                              ||2102.00227            |2021-02-28|ROYCO FDS POWDER              |UNILEVER INDONESIA, PT                                      |45012000
W00002-SII  |WIRA PAMUNGKAS PARIWARA, (ULI)                              ||2102.00228            |2021-02-28|RINSO MOLTO ULTRA             |UNILEVER INDONESIA, PT                                      |58515600
W00002-SII  |WIRA PAMUNGKAS PARIWARA, (ULI)                              ||2102.00229            |2021-02-28|SL LIQUID CORE                |UNILEVER INDONESIA, PT                                      |58515600
W00002-SII  |WIRA PAMUNGKAS PARIWARA, (ULI)                              ||2102.00230            |2021-02-28|SUNLIGHT HS                   |UNILEVER INDONESIA, PT                                      |45012000
W00002-SII  |WIRA PAMUNGKAS PARIWARA, (ULI)                              ||2102.00231            |2021-02-28|PADDLE POP CORE               |UNILEVER INDONESIA, PT                                      |46137300
W00002-SII  |WIRA PAMUNGKAS PARIWARA, (ULI)                              ||2102.00232            |2021-02-28|LIFEBUOY SHAMPOO ANTI DANDRUFF|UNILEVER INDONESIA, PT                                      |61891500
W00002-SII  |WIRA PAMUNGKAS PARIWARA, (ULI)                              ||2102.00233            |2021-02-28|MOLTO CORE PERFUME ESSENCE    |UNILEVER INDONESIA, PT                                      |66392700
W00002-SII  |WIRA PAMUNGKAS PARIWARA, (ULI)                              ||2102.00234            |2021-02-28|ZWITSAL SHAMPOO KIDS ACTIVE   |UNILEVER INDONESIA, PT                                      |66392700
W00002-SII  |WIRA PAMUNGKAS PARIWARA, (ULI)                              ||2102.00235            |2021-02-28|ROYCO FDS POWDER              |UNILEVER INDONESIA, PT                                      |67518000
W00002-SII  |WIRA PAMUNGKAS PARIWARA, (ULI)                              ||2102.00236            |2021-02-28|SUNSILK SHAMPOO CLEAN & FRESH |UNILEVER INDONESIA, PT                                      |140662500
W00002-SII  |WIRA PAMUNGKAS PARIWARA, (ULI)                              ||2102.00237            |2021-02-28|DOVE SHAMPOO ANTI HAIRFALL    |UNILEVER INDONESIA, PT                                      |69768600
W00002-SII  |WIRA PAMUNGKAS PARIWARA, (ULI)                              ||2102.00238            |2021-02-28|CITRA HAND & BODY - OTHERS    |UNILEVER INDONESIA, PT                                      |140662500
W00002-SII  |WIRA PAMUNGKAS PARIWARA, (ULI)                              ||2102.00239            |2021-02-28|SUNSILK SHAMPOO BLACK SHINE   |UNILEVER INDONESIA, PT                                      |159792600
W00002-SII  |WIRA PAMUNGKAS PARIWARA, (ULI)                              ||2102.00240            |2021-02-28|DOVE DEO RO ULTIMATE WHITE    |UNILEVER INDONESIA, PT                                      |84397500
W00002-SII  |WIRA PAMUNGKAS PARIWARA, (ULI)                              ||2102.00241            |2021-02-28|REXONA WOMEN DEO LOTION       |UNILEVER INDONESIA, PT                                      |84397500
W00002-SII  |WIRA PAMUNGKAS PARIWARA, (ULI)                              ||2102.00242            |2021-02-28|REXONA FML AP ROLL ON WHITENIN|UNILEVER INDONESIA, PT                                      |84397500
W00002-SII  |WIRA PAMUNGKAS PARIWARA, (ULI)                              ||2102.00243            |2021-02-28|CLEAR MAN SHP ICE COOL MENTHOL|UNILEVER INDONESIA, PT                                      |90024000
W00002-SII  |WIRA PAMUNGKAS PARIWARA, (ULI)                              ||2102.00244            |2021-02-28|LUX BEAUTY SHOWER             |UNILEVER INDONESIA, PT                                      |84397500
W00002-SII  |WIRA PAMUNGKAS PARIWARA, (ULI)                              ||2102.00245            |2021-02-28|PEPSODENT SENSITIVE EXPERT    |UNILEVER INDONESIA, PT                                      |135036000
W00002-SII  |WIRA PAMUNGKAS PARIWARA, (ULI)                              ||2102.00246            |2021-02-28|ZWITSAL SHAMPOO BABY NATURAL A|UNILEVER INDONESIA, PT                                      |79896300
W00002-SII  |WIRA PAMUNGKAS PARIWARA, (ULI)                              ||2102.00247            |2021-02-28|VASELINE HEALTHY WHITE CORE   |UNILEVER INDONESIA, PT                                      |79896300
W00002-SII  |WIRA PAMUNGKAS PARIWARA, (ULI)                              ||2102.00248            |2021-02-28|BANGO KECAP MANIS             |UNILEVER INDONESIA, PT                                      |70893900
W00002-SII  |WIRA PAMUNGKAS PARIWARA, (ULI)                              ||2102.00249            |2021-02-28|TRESEMME SHAMPOO ANTI HAIRFALL|UNILEVER INDONESIA, PT                                      |69768600
W00002-SII  |WIRA PAMUNGKAS PARIWARA, (ULI)                              ||2102.00250            |2021-02-28|FAIR & LOVELY FC MST MLTVIT CR|UNILEVER INDONESIA, PT                                      |131660100
